RGN,ITM_NM,UNIT_NM,C1_NM,PRD_DE,DT,남,여,인구
경상남도,검거건수,건,아동청소년의 성보호에 관한법률,2018,15.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,아동청소년의 성보호에 관한법률,2019,28.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,아동청소년의 성보호에 관한법률,2020,140.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,아동청소년의 성보호에 관한법률,2021,120.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2014,15.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2015,35.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2016,19.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2017,21.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2018,8.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2019,13.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2020,14.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,액화석유가스의 안전관리 및 사업법,2021,25.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,약사법,2014,325.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,약사법,2015,129.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,약사법,2016,130.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,약사법,2017,71.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,약사법,2018,43.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,약사법,2019,60.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,약사법,2020,95.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,약사법,2021,34.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,약취와 유인,2014,24.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,약취와 유인,2015,12.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,약취와 유인,2016,22.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,약취와 유인,2017,28.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,약취와 유인,2018,32.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,약취와 유인,2019,26.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,약취와 유인,2020,32.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,약취와 유인,2021,24.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,업무상과실치사,2014,636.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,업무상과실치사,2015,624.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,업무상과실치사,2016,676.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,업무상과실치사,2017,714.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,업무상과실치사,2018,616.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,업무상과실치사,2019,796.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,업무상과실치사,2020,678.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,업무상과실치사,2021,630.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,여객자동차운수사업법,2014,81.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,여객자동차운수사업법,2015,135.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,여객자동차운수사업법,2016,75.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,여객자동차운수사업법,2017,88.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,여객자동차운수사업법,2018,58.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,여객자동차운수사업법,2019,60.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,여객자동차운수사업법,2020,20.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,여객자동차운수사업법,2021,25.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,여신전문금융업법,2014,154.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,여신전문금융업법,2015,170.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,여신전문금융업법,2016,167.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,여신전문금융업법,2017,92.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,여신전문금융업법,2018,105.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,여신전문금융업법,2019,139.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,여신전문금융업법,2020,123.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,여신전문금융업법,2021,104.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,영유아보육법,2014,63.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,영유아보육법,2015,24.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,영유아보육법,2016,30.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,영유아보육법,2017,21.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,영유아보육법,2018,9.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,영유아보육법,2019,18.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,영유아보육법,2020,23.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,영유아보육법,2021,10.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,예비군법,2014,1189.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,예비군법,2015,971.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,예비군법,2016,698.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,예비군법,2017,706.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,예비군법,2018,577.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,예비군법,2019,433.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,예비군법,2020,147.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,예비군법,2021,22.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,옥외광고물등관리법,2014,194.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,옥외광고물등관리법,2015,49.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,옥외광고물등관리법,2016,161.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,옥외광고물등관리법,2017,32.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,옥외광고물등관리법,2018,18.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,옥외광고물등관리법,2019,29.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,옥외광고물등관리법,2020,7.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,옥외광고물등관리법,2021,19.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,외국환거래법,2014,7.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,외국환거래법,2015,4.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,외국환거래법,2016,4.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,외국환거래법,2017,2.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,외국환거래법,2018,5.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,외국환거래법,2019,10.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,외국환거래법,2020,6.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,외국환거래법,2021,6.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,위조범죄,2014,1207.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,위조범죄,2015,1241.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,위조범죄,2016,1259.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,위조범죄,2017,1674.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,위조범죄,2018,1662.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,위조범죄,2019,1270.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,위조범죄,2020,1260.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,위조범죄,2021,1310.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,위증과증거인멸,2014,307.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,위증과증거인멸,2015,317.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,위증과증거인멸,2016,332.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,위증과증거인멸,2017,389.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,위증과증거인멸,2018,325.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,위증과증거인멸,2019,234.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,위증과증거인멸,2020,214.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,위증과증거인멸,2021,154.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,위험물안전관리법,2014,51.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,위험물안전관리법,2015,53.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,위험물안전관리법,2016,56.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,위험물안전관리법,2017,59.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,위험물안전관리법,2018,42.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,위험물안전관리법,2019,55.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,위험물안전관리법,2020,64.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,위험물안전관리법,2021,37.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,유가증권 인지 우표,2014,11.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,유가증권 인지 우표,2015,5.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,유가증권 인지 우표,2016,11.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,유가증권 인지 우표,2017,8.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,유가증권 인지 우표,2018,14.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,유가증권 인지 우표,2019,3.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,유가증권 인지 우표,2020,8.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,유가증권 인지 우표,2021,8.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,유기,2014,26.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,유기,2015,12.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,유기,2016,40.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,유기,2017,36.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,유기,2018,22.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,유기,2019,22.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,유기,2020,40.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,유기,2021,12.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2014,19.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2015,22.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2016,46.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2017,59.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2018,56.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2019,116.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2020,65.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,유사수신행위의 규제에 관한법률,2021,55.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,음용수에관한죄,2014,3.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,음용수에관한죄,2015,1.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,음용수에관한죄,2016,4.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,음용수에관한죄,2017,1.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,음용수에관한죄,2018,2.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,음용수에관한죄,2019,5.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,음용수에관한죄,2020,5.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,음용수에관한죄,2021,2.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,의료기기법,2014,12.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,의료기기법,2015,13.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,의료기기법,2016,5.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,의료기기법,2017,3.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,의료기기법,2018,5.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,의료기기법,2019,3.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,의료기기법,2020,8.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,의료기기법,2021,11.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,의료법,2014,184.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,의료법,2015,200.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,의료법,2016,183.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,의료법,2017,311.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,의료법,2018,209.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,의료법,2019,246.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,의료법,2020,212.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,의료법,2021,170.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,인장,2014,59.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,인장,2015,56.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,인장,2016,61.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,인장,2017,330.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,인장,2018,502.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,인장,2019,45.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,인장,2020,43.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,인장,2021,49.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,일반방화,2014,120.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,일반방화,2015,123.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,일반방화,2016,117.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,일반방화,2017,100.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,일반방화,2018,121.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,일반방화,2019,67.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,일반방화,2020,97.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,일반방화,2021,84.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,일수와수리에관한죄,2018,1.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,일수와수리에관한죄,2019,2.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,일수와수리에관한죄,2021,1.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,자동차관리법,2014,3204.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,자동차관리법,2015,3059.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,자동차관리법,2016,3870.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,자동차관리법,2017,2817.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,자동차관리법,2018,2756.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,자동차관리법,2019,2699.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,자동차관리법,2020,3178.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,자동차관리법,2021,3012.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,자본시장과 금융투자업에 관한법률,2016,10.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,자본시장과 금융투자업에 관한법률,2017,9.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,자본시장과 금융투자업에 관한법률,2018,7.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,자본시장과 금융투자업에 관한법률,2019,3.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,자본시장과 금융투자업에 관한법률,2020,16.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,자본시장과 금융투자업에 관한법률,2021,9.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,장물,2014,99.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,장물,2015,54.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,장물,2016,104.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,장물,2017,31.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,장물,2018,42.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,장물,2019,76.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,장물,2020,18.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,장물,2021,12.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,재산범죄,2014,31024.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,재산범죄,2015,35314.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,재산범죄,2016,33937.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,재산범죄,2017,33186.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,재산범죄,2018,33419.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,재산범죄,2019,36742.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,재산범죄,2020,37728.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,재산범죄,2021,32079.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,저작권법,2014,872.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,저작권법,2015,1026.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,저작권법,2016,754.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,저작권법,2017,772.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,저작권법,2018,577.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,저작권법,2019,414.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,저작권법,2020,311.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,저작권법,2021,240.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2014,37.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2015,257.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2016,128.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2017,157.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2018,203.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2019,57.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2020,36.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,전기통신금융사기피해금환급에관한특별법,2021,2.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,전자금융거래법,2014,567.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,전자금융거래법,2015,632.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,전자금융거래법,2016,496.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,전자금융거래법,2017,358.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,전자금융거래법,2018,663.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,전자금융거래법,2019,894.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,전자금융거래법,2020,705.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,전자금융거래법,2021,598.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,전파법,2014,3.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,전파법,2015,3.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,전파법,2016,9.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,전파법,2017,11.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,전파법,2018,11.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,전파법,2019,30.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,전파법,2020,10.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,전파법,2021,6.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,절도,2014,20766.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,절도,2015,22593.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,절도,2016,19767.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,절도,2017,18753.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,절도,2018,17409.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,절도,2019,17502.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,절도,2020,19298.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,절도,2021,18174.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2014,703.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2015,631.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2016,859.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2017,1217.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2018,654.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2019,677.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2020,756.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,정보통신망이용촉진 등에 관한법률,2021,775.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,조세범처벌법,2014,317.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,조세범처벌법,2015,327.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,조세범처벌법,2016,266.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,조세범처벌법,2017,504.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,조세범처벌법,2018,255.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,조세범처벌법,2019,234.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,조세범처벌법,2020,226.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,조세범처벌법,2021,169.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,주거침입,2014,545.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,주거침입,2015,631.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,주거침입,2016,652.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,주거침입,2017,673.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,주거침입,2018,683.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,주거침입,2019,884.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,주거침입,2020,962.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,주거침입,2021,996.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,주민등록법,2014,115.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,주민등록법,2015,140.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,주민등록법,2016,200.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,주민등록법,2017,102.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,주민등록법,2018,94.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,주민등록법,2019,111.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,주민등록법,2020,78.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,주민등록법,2021,109.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,주차장법,2014,7.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,주차장법,2015,5.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,주차장법,2016,3.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,주차장법,2017,10.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,주차장법,2018,2.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,주차장법,2019,3.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,주차장법,2021,3.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,주택법,2014,12.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,주택법,2015,60.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,주택법,2016,202.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,주택법,2017,114.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,주택법,2018,31.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,주택법,2019,44.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,주택법,2020,25.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,주택법,2021,34.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,증뢰,2014,21.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,증뢰,2015,73.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,증뢰,2016,95.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,증뢰,2017,82.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,증뢰,2018,38.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,증뢰,2019,11.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,증뢰,2020,6.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,증뢰,2021,4.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,직권남용,2014,36.0,1687114.0,1663143.0,3350257.0
경상남도,검거건수,건,직권남용,2015,94.0,1694981.0,1669721.0,3364702.0
경상남도,검거건수,건,직권남용,2016,110.0,1699219.0,1674652.0,3373871.0
경상남도,검거건수,건,직권남용,2017,144.0,1701413.0,1678991.0,3380404.0
경상남도,검거건수,건,직권남용,2018,116.0,1697412.0,1676576.0,3373988.0
경상남도,검거건수,건,직권남용,2019,107.0,1692032.0,1670521.0,3362553.0
경상남도,검거건수,건,직권남용,2020,115.0,1681423.0,1658793.0,3340216.0
경상남도,검거건수,건,직권남용,2021,107.0,1668338.0,1645845.0,3314183.0
경상남도,검거건수,건,직무유기,2014,55.0,1687114.0,1663143.0,3350257.0
